,time,amplitude
0,0,-4.945114692917685e-08
1,1,6.722187779085605e-08
2,2,-8.61640040985556e-08
3,3,9.941141776459547e-08
4,4,-1.0892480170441499e-07
5,5,1.1030694479787914e-07
6,6,-1.0147047122064694e-07
7,7,8.707021163557981e-08
8,8,-6.310744089284278e-08
9,9,3.6945056343653816e-08
10,10,-7.882380428814882e-09
11,11,-2.3181276518813725e-08
12,12,4.745373810120805e-08
13,13,-6.79660078111045e-08
14,14,7.581567514971881e-08
15,15,-7.247747146562702e-08
16,16,6.096032002793893e-08
17,17,-3.686540950229741e-08
18,18,8.149137141581977e-09
19,19,2.7233802966446207e-08
20,20,-6.57641013671962e-08
21,21,9.926948247643727e-08
22,22,-1.3097538568565121e-07
23,23,1.5120824395911626e-07
24,24,-1.610074990660597e-07
25,25,1.6054409070940552e-07
26,26,-1.4417280581494118e-07
27,27,1.2118258451378364e-07
28,28,-8.685883808333825e-08
29,29,4.702373495492369e-08
30,30,-6.58272764007604e-09
31,31,-3.655651807901037e-08
32,32,7.197479003456094e-08
33,33,-1.0192234356102414e-07
34,34,1.2425942537152073e-07
35,35,-1.3368745766461002e-07
36,36,1.3720501672672854e-07
37,37,-1.2783209372001757e-07
38,38,1.1059699977775133e-07
39,39,-8.76482352043876e-08
40,40,5.652715314447431e-08
41,41,-2.5630477411975718e-08
42,42,-7.589861468361295e-09
43,43,3.865944827234653e-08
44,44,-6.529262179303412e-08
45,45,8.894994568924815e-08
46,46,-1.0620137477923927e-07
47,47,1.168993141623104e-07
48,48,-1.2232489624291663e-07
49,49,1.20066063358133e-07
50,50,-1.1472758987011458e-07
51,51,1.0463434511059426e-07
52,52,-9.142453656119755e-08
53,53,7.721494531647052e-08
54,54,-6.200304689338279e-08
55,55,4.9207082187589976e-08
56,56,-3.89931702626546e-08
57,57,3.1582505517420634e-08
58,58,-2.746836905522026e-08
59,59,2.5656535714066248e-08
60,60,-2.5841829243492603e-08
61,61,2.7425644037403105e-08
62,62,-2.9413728274566253e-08
63,63,3.1319634992516244e-08
64,64,-3.2338526823163774e-08
65,65,3.232938034123848e-08
66,66,-3.0540992498055975e-08
67,67,2.8938014101413665e-08
68,68,-2.6567749010973225e-08
69,69,2.5079496214334817e-08
70,70,-2.5198816746327116e-08
71,71,2.538069378290182e-08
72,72,-2.980408830120261e-08
73,73,3.49305714989282e-08
74,74,-4.2114457545377144e-08
75,75,5.08324960805562e-08
76,76,-5.704908280101852e-08
77,77,6.402957691211701e-08
78,78,-6.768938119700346e-08
79,79,6.752181725435096e-08
80,80,-6.368032464292815e-08
81,81,5.2734660222455594e-08
82,82,-3.712060023174583e-08
83,83,1.813926107030684e-08
84,84,5.025073834375479e-09
85,85,-2.7851965518518662e-08
86,86,5.073256746040369e-08
87,87,-7.32645337759402e-08
88,88,8.956807295774527e-08
89,89,-1.0341338426260339e-07
90,90,1.1007507508815012e-07
91,91,-1.0970435967050078e-07
92,92,1.0639352865998387e-07
93,93,-9.527420735275479e-08
94,94,8.21691111101128e-08
95,95,-6.693537223648606e-08
96,96,4.873570688686385e-08
97,97,-3.321188562429066e-08
98,98,1.739442510072628e-08
99,99,-2.988664459877423e-09
100,100,-7.155883905507432e-09
101,101,1.5417933842737767e-08
102,102,-1.931624219741339e-08
103,103,1.856022951986682e-08
104,104,-1.6049206550587185e-08
105,105,9.669586514759988e-09
106,106,-8.871337609465561e-10
107,107,-8.169039411255727e-09
108,108,2.0032542973201272e-08
109,109,-3.194367183628805e-08
110,110,4.252161412429588e-08
111,111,-5.526985836196353e-08
112,112,6.263200926045637e-08
113,113,-7.011618848692173e-08
114,114,7.471529785669326e-08
115,115,-7.424543338878537e-08
116,116,7.501420026965879e-08
117,117,-6.956849900504494e-08
118,118,6.373223795154753e-08
119,119,-5.691707276487044e-08
120,120,4.5732095809102676e-08
121,121,-3.805738063478308e-08
122,122,2.85320049135402e-08
123,123,-2.0156356799766976e-08
124,124,1.6639874763662156e-08
125,125,-1.0749740876303202e-08
126,126,1.0854037749346514e-08
127,127,-1.1615061773900888e-08
128,128,1.2536488826352372e-08
129,129,-1.7662407402224067e-08
130,130,2.0211114034777636e-08
131,131,-2.3830035717418235e-08
132,132,2.8979735689241833e-08
133,133,-2.9829796401284775e-08
134,134,3.3853776878638123e-08
135,135,-3.552445655165635e-08
136,136,3.612370056939827e-08
137,137,-3.980783241206946e-08
138,138,3.957143254775525e-08
139,139,-4.205595767204383e-08
140,140,4.44406913493051e-08
141,141,-4.554580241648007e-08
142,142,4.9645077989551455e-08
143,143,-5.092516181896574e-08
144,144,5.178428126095801e-08
145,145,-5.163612297547596e-08
146,146,4.7000272300354936e-08
147,147,-4.1859432459265734e-08
148,148,3.3726830807657675e-08
149,149,-2.378411237454939e-08
150,150,1.378466374406462e-08
151,151,-2.3543342653380658e-09
152,152,-9.217852120741186e-09
153,153,1.881081525081544e-08
154,154,-2.7740847078262093e-08
155,155,3.513615113301868e-08
156,156,-4.012471755269758e-08
157,157,4.6456738871551725e-08
158,158,-5.044576523209294e-08
159,159,5.434754163251013e-08
160,160,-6.015976195826041e-08
161,161,6.434702918732251e-08
162,162,-7.238764787888012e-08
163,163,8.074070114465353e-08
164,164,-8.964725550742253e-08
165,165,1.0069286486987658e-07
166,166,-1.0905989376682512e-07
167,167,1.1681759614743956e-07
168,168,-1.2087348366071996e-07
169,169,1.199294538937238e-07
170,170,-1.1474035852873433e-07
171,171,1.0297690253344426e-07
172,172,-8.65185358087182e-08
173,173,6.577978972239169e-08
174,174,-4.275168566322137e-08
175,175,1.9251161279438766e-08
176,176,3.2311298744972514e-09
177,177,-2.2993142077701093e-08
178,178,3.8586326813458305e-08
179,179,-4.81753610299628e-08
180,180,5.151810231917882e-08
181,181,-4.915572000617105e-08
182,182,4.242525756444324e-08
183,183,-3.425102856469516e-08
184,184,2.4793086987388414e-08
185,185,-1.7506037351396035e-08
186,186,1.1585805857635738e-08
187,187,-1.0944396734207754e-08
188,188,1.4847919582855508e-08
189,189,-2.366724424704097e-08
190,190,3.6922579102215874e-08
191,191,-4.940815936669942e-08
192,192,6.274402809659202e-08
193,193,-7.143942512938976e-08
194,194,7.509883883793666e-08
195,195,-7.320177552918857e-08
196,196,6.136812802066196e-08
197,197,-4.3696996443262694e-08
198,198,1.892119513572138e-08
199,199,1.1055615369581076e-08
200,200,-4.082703091138772e-08
201,201,7.179949643269994e-08
202,202,-9.798310082013596e-08
203,203,1.1785789573369557e-07
204,204,-1.313283474234557e-07
205,205,1.3476950851731203e-07
206,206,-1.314811012752974e-07
207,207,1.2146612924917854e-07
208,208,-1.07129263854548e-07
209,209,9.201496267639088e-08
210,210,-7.819842171654453e-08
211,211,6.739689673899368e-08
212,212,-6.212608873120998e-08
213,213,6.224441672007382e-08
214,214,-6.699631006488354e-08
215,215,7.743348210139214e-08
216,216,-8.726651392875386e-08
217,217,9.800221701411452e-08
218,218,-1.0478029161157735e-07
219,219,1.0429599726597202e-07
220,220,-9.936413724070108e-08
221,221,8.339646997403142e-08
222,222,-6.255139829667276e-08
223,223,3.654844713489709e-08
224,224,-5.474765671296748e-09
225,225,-2.2215147922722886e-08
226,226,4.939785312265912e-08
227,227,-6.911320314388432e-08
228,228,7.941445193076842e-08
229,229,-8.341601661812304e-08
230,230,7.610835768592906e-08
231,231,-6.309119769138194e-08
232,232,4.505572633615912e-08
233,233,-2.319745835729746e-08
234,234,5.04694736890124e-09
235,235,1.0621908814530574e-08
236,236,-1.9451120806244964e-08
237,237,1.9423740389953295e-08
238,238,-1.3424579516749133e-08
239,239,-2.6704848360983774e-09
240,240,2.3028635444128743e-08
241,241,-4.555633071954544e-08
242,242,6.959925411934125e-08
243,243,-8.71928967780737e-08
244,244,1.0220004370566218e-07
245,245,-1.081144271699687e-07
246,246,1.0467952903764027e-07
247,247,-9.557070902546104e-08
248,248,7.643648526099368e-08
249,249,-5.431830189245582e-08
250,250,3.0405143450603663e-08
251,251,-2.5390815421933183e-09
252,252,-1.782716965819091e-08
253,253,3.695217419866066e-08
254,254,-4.9011307444755107e-08
255,255,5.122775031877377e-08
256,256,-5.232982797321727e-08
257,257,4.281691510704076e-08
258,258,-3.063700244017022e-08
259,259,1.771410328404058e-08
260,260,7.937919568404986e-10
261,261,-1.3898403501898336e-08
262,262,2.7712358730326758e-08
263,263,-3.9947115913773764e-08
264,264,4.446480655329458e-08
265,265,-4.9607245941093757e-08
266,266,4.835176919377596e-08
267,267,-4.417606180874052e-08
268,268,4.053983141656648e-08
269,269,-3.051473198503228e-08
270,270,2.1874426935048447e-08
271,271,-1.1315190062257476e-08
272,272,-1.1027635022482623e-09
273,273,1.0108632874285638e-08
274,274,-2.2193882902146644e-08
275,275,3.265021621164622e-08
276,276,-4.1333005144361726e-08
277,277,5.0655904879823065e-08
278,278,-5.462571045094631e-08
279,279,5.731068665951376e-08
280,280,-5.82357485595315e-08
281,281,5.409142322935536e-08
282,282,-4.989317193923928e-08
283,283,4.066412822130456e-08
284,284,-2.8128952233263614e-08
285,285,1.4629024780888412e-08
286,286,2.1167881027611573e-09
287,287,-1.8310568794777697e-08
288,288,3.412891730137899e-08
289,289,-5.048649516369456e-08
290,290,6.436594402093657e-08
291,291,-7.749867182188665e-08
292,292,8.829181748795221e-08
293,293,-9.669441782670695e-08
294,294,1.0321886486930547e-07
295,295,-1.0748418935479241e-07
296,296,1.0937147655950294e-07
297,297,-1.0921810999370598e-07
298,298,1.0714610788064712e-07
299,299,-1.0411587146764592e-07
300,300,1.0124691653761822e-07
301,301,-9.848914581204866e-08
302,302,9.578390245315968e-08
303,303,-9.389321651753644e-08
304,304,9.122609625915721e-08
305,305,-9.030418668129093e-08
306,306,8.985915197935098e-08
307,307,-8.860335679837829e-08
308,308,8.851294368617727e-08
309,309,-8.511934831671036e-08
310,310,8.050760044672716e-08
311,311,-7.491813233742506e-08
312,312,6.364572100712602e-08
313,313,-5.300558201939156e-08
314,314,3.783934581622172e-08
315,315,-2.1022065651753735e-08
316,316,6.914235341069374e-09
317,317,1.0627621288067818e-08
318,318,-2.4327734313082014e-08
319,319,3.699300502160361e-08
320,320,-5.0015570740850324e-08
321,321,5.643255918000779e-08
322,322,-6.445132646847307e-08
323,323,6.838434199698559e-08
324,324,-7.020320823763264e-08
325,325,7.354339603638003e-08
326,326,-7.325462819116702e-08
327,327,7.603943629486662e-08
328,328,-7.825200253850683e-08
329,329,8.028105255235885e-08
330,330,-8.346834683260397e-08
331,331,8.385673804310296e-08
332,332,-8.31279332785892e-08
333,333,7.945610981314598e-08
334,334,-7.061694889661538e-08
335,335,5.831498144757127e-08
336,336,-4.0814779202715986e-08
337,337,1.9912342419289465e-08
338,338,2.612312222915597e-09
339,339,-2.6129550103465053e-08
340,340,4.672968171832767e-08
341,341,-6.298396838314607e-08
342,342,7.32868355832772e-08
343,343,-7.580439391411268e-08
344,344,7.082569091048282e-08
345,345,-5.725470648253293e-08
346,346,3.501610349291239e-08
347,347,-7.892439196628263e-09
348,348,-2.3355519449157673e-08
349,349,5.372334995905586e-08
350,350,-8.110637021919448e-08
351,351,1.0552479279535e-07
352,352,-1.2138661430952135e-07
353,353,1.3152855053957226e-07
354,354,-1.325086136044928e-07
355,355,1.2519693565615728e-07
